Package,Version,Group,Publisher,Repo_URL,Unclass_Total,Passes_SIA,eFOSS_Status,Is_Direct,Description,Mission_Justification,Mission_Impact,Is_Latest_Version,Older_Version_Justification,Prev_Approved_Versions,Vulnerabilities,Critical_or_High,Is_Executable,Non_Standard_File,Security_Scannable,Is_Modified,Procurement,OS_Identification,Alternate_Solutions,Used_On_Deliverable,Software_Type,End_Use,SIA_Scan_ID,SIA_Scan_Date,Stars,Forks,Closed_Issues,Releases,Tags,Age_Days,Last_Update_Hours,Prevalence_Score,Stars_Score,Forks_Score,Maturity_Score,Last_Update_Score,Trusted_Org_Bonus,Trusted_Orgs
commons-validator,1.9.0,commons-validator,The Apache Software Foundation,https://github.com/apache/commons-validator,75,True,,False,Apache Commons Validator provides the building blocks for both client side validation and server side data validation. It may be used standalone or with a framework like Struts.,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,322cac1a-4488-4d38-bdcd-d29694dbbe51,2026-02-10T21:34:52.674091+00:00,220,170,0,0,53,5617,34,20,10,15,15,15,0,
commons-beanutils,1.9.4,commons-beanutils,The Apache Software Foundation,https://github.com/apache/commons-beanutils,75,True,,False,Apache Commons BeanUtils provides an easy-to-use but flexible wrapper around reflection and introspection.,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,a3ad0187-799d-44eb-84ec-55278d85fcf2,2026-02-10T21:34:52.636066+00:00,313,221,0,0,54,4627,34,20,10,15,15,15,0,
commons-digester,2.1,commons-digester,The Apache Software Foundation,https://github.com/apache/commons-digester,71,True,,False,The Digester package lets you configure an XML to Java object mapping module which triggers certain actions called rules whenever a particular pattern of nested XML elements is recognized.,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,af591dbb-ce12-4467-9dba-17519ec56792,2026-02-10T21:34:52.669585+00:00,59,45,0,0,45,4597,34,20,6,15,15,15,0,
commons-collections,3.2.2,commons-collections,The Apache Software Foundation,https://github.com/apache/commons-collections,75,True,,False,Types that extend and augment the Java Collections Framework.,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,68cad9a2-3299-4271-967b-7904f033674e,2026-02-10T21:34:52.639066+00:00,719,508,0,0,57,6110,11,20,10,15,15,15,0,
jopt-simple,5.0.4,net.sf.jopt-simple,jopt-simple,https://github.com/jopt-simple/jopt-simple,72,True,,False,A Java library for parsing command line options,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,a00c5f3e-0dca-4794-991f-c87464c108ad,2026-02-10T21:34:51.076043+00:00,359,71,88,0,27,5423,1117,20,10,15,15,12,0,
jose4j,0.9.6,org.bitbucket.b_c,,,,,,False,"The jose.4.j library is a robust and easy to use open source implementation of JSON Web Token (JWT) and the JOSE specification suite (JWS, JWE, and JWK). It is written in Java and relies solely on the JCA APIs for cryptography. Please see https://bitbucket.org/b_c/jose4j/wiki/Home for more info, examples, etc..",,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,,,,,,,,,,,,,,,,
metrics-core,2.2.0,com.yammer.metrics,codahale,https://github.com/codahale/metrics,57,Undetermined,,False,Yammer's Metrics library.,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,8ec1131d-e72f-4ea4-8c1f-c7963f1124ee,2026-02-10T21:34:51.317714+00:00,448,46,6,0,0,4189,618,2,10,15,15,15,0,
scala-logging_2.13,3.9.5,com.typesafe.scala-logging,com.typesafe.scala-logging,https://github.com/lightbend/scala-logging,71,True,,False,scala-logging,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,17bea18f-35c6-4e9b-bf3f-02bcaf651530,2026-02-10T21:34:51.623934+00:00,924,130,104,8,22,4592,61,16,10,15,15,15,0,
slf4j-api,2.0.17,org.slf4j,QOS.ch,https://github.com/qos-ch/slf4j,61,Undetermined,,False,The slf4j API,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,1215668b-f779-4cbb-b883-402c406d93e6,2026-02-10T21:34:51.954652+00:00,2482,1013,26,1,103,6018,37,6,10,15,15,15,0,
re2j,1.8,com.google.re2j,google,https://github.com/google/re2j,73,True,,False,Linear time regular expressions for Java,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,ba44e587-f013-4228-98c8-d63171452ec9,2026-02-10T21:34:52.274354+00:00,1243,164,36,9,9,4011,108,8,10,15,15,15,10,google
micrometer-registry-prometheus,1.16.1,io.micrometer,micrometer-metrics,https://github.com/micrometer-metrics/micrometer,75,True,,True,"MeterRegistry implementation for Prometheus using io.prometheus:prometheus-metrics-core. If you have compatibility issues with this module, you can go back to io.micrometer:micrometer-registry-prometheus-simpleclient that uses io.prometheus:simpleclient_common.",,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,e81916a7-f527-40ee-b2bb-a1a855fa447a,2026-02-10T21:34:53.139014+00:00,4803,1072,2518,288,297,3228,4,20,10,15,15,15,0,
jspecify,1.0.0,org.jspecify,jspecify,https://github.com/jspecify/jspecify,75,True,,False,An artifact of well-named and well-specified annotations to power static analysis checks,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,7798aac2-61d8-47f2-84dc-26e44c3d31a0,2026-02-10T21:34:52.565017+00:00,1050,40,238,7,8,2703,33,20,10,15,15,15,0,
micrometer-core,1.16.1,io.micrometer,micrometer-metrics,https://github.com/micrometer-metrics/micrometer,75,True,,False,Core module of Micrometer containing instrumentation API and implementation,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,e81916a7-f527-40ee-b2bb-a1a855fa447a,2026-02-10T21:34:53.139014+00:00,4803,1072,2518,288,297,3228,4,20,10,15,15,15,0,
micrometer-commons,1.16.1,io.micrometer,micrometer-metrics,https://github.com/micrometer-metrics/micrometer,75,True,,False,Module containing common code,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,e81916a7-f527-40ee-b2bb-a1a855fa447a,2026-02-10T21:34:53.139014+00:00,4803,1072,2518,288,297,3228,4,20,10,15,15,15,0,
LatencyUtils,2.0.3,org.latencyutils,LatencyUtils,https://github.com/LatencyUtils/LatencyUtils,63,Undetermined,,False,LatencyUtils is a package that provides latency recording and reporting utilities.,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,441f4f2b-dbb4-48ed-bcbd-75680a3e5d1f,2026-02-10T21:34:53.231220+00:00,466,61,5,0,9,4510,154,8,10,15,15,15,0,
prometheus-metrics-core,1.4.3,io.prometheus,prometheus,https://github.com/prometheus/client_java,75,True,,False,Core Prometheus metric types,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,37edbc2b-86d3-4a03-9603-96d0bdcbd6fd,2026-02-10T21:34:53.533723+00:00,2264,830,367,59,70,4755,7,20,10,15,15,15,0,
prometheus-metrics-model,1.4.3,io.prometheus,prometheus,https://github.com/prometheus/client_java,75,True,,False,Data model for read-only immutable Prometheus metrics snapshots.,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,37edbc2b-86d3-4a03-9603-96d0bdcbd6fd,2026-02-10T21:34:53.533723+00:00,2264,830,367,59,70,4755,7,20,10,15,15,15,0,
prometheus-metrics-config,1.4.3,io.prometheus,prometheus,https://github.com/prometheus/client_java,75,True,,False,Configuration for Prometheus metrics and exposition formats.,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,37edbc2b-86d3-4a03-9603-96d0bdcbd6fd,2026-02-10T21:34:53.533723+00:00,2264,830,367,59,70,4755,7,20,10,15,15,15,0,
prometheus-metrics-tracer-common,1.4.3,io.prometheus,prometheus,https://github.com/prometheus/client_java,75,True,,False,Common Module for Prometheus integrations with distributed tracing libraries.,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,37edbc2b-86d3-4a03-9603-96d0bdcbd6fd,2026-02-10T21:34:53.533723+00:00,2264,830,367,59,70,4755,7,20,10,15,15,15,0,
prometheus-metrics-exposition-formats,1.4.3,io.prometheus,prometheus,https://github.com/prometheus/client_java,75,True,,False,Prometheus exposition formats.,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,37edbc2b-86d3-4a03-9603-96d0bdcbd6fd,2026-02-10T21:34:53.533723+00:00,2264,830,367,59,70,4755,7,20,10,15,15,15,0,
prometheus-metrics-exposition-textformats,1.4.3,io.prometheus,prometheus,https://github.com/prometheus/client_java,75,True,,False,Prometheus exposition text formats.,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,37edbc2b-86d3-4a03-9603-96d0bdcbd6fd,2026-02-10T21:34:53.533723+00:00,2264,830,367,59,70,4755,7,20,10,15,15,15,0,
mssql-jdbc,13.2.1.jre11,com.microsoft.sqlserver,Microsoft Corporation,https://github.com/Microsoft/mssql-jdbc,85,True,,True,Microsoft JDBC Driver for SQL Server.,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,21af9a6d-8379-4354-af14-e8f8042b2649,2026-02-10T21:34:53.696019+00:00,1118,459,949,101,103,3459,108,20,10,15,15,15,10,microsoft
okhttp,5.3.2,com.squareup.okhttp3,square,https://github.com/square/okhttp,75,True,,True,Square’s meticulous HTTP client for Java and Kotlin.,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,70ceed19-b271-47ec-92a7-ede130effdb9,2026-02-10T21:34:53.630472+00:00,46875,9260,4176,0,140,4950,3,20,10,15,15,15,0,
okio,3.16.4,com.squareup.okio,square,https://github.com/square/okio,75,True,,False,"A modern I/O library for Android, Java, and Kotlin Multiplatform.",,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,0a52091f-bc90-458f-baba-b076b54d635f,2026-02-10T21:34:53.624967+00:00,8982,1214,455,0,85,4349,10,20,10,15,15,15,0,
okio-jvm,3.16.4,com.squareup.okio,square,https://github.com/square/okio,75,True,,False,"A modern I/O library for Android, Java, and Kotlin Multiplatform.",,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,0a52091f-bc90-458f-baba-b076b54d635f,2026-02-10T21:34:53.624967+00:00,8982,1214,455,0,85,4349,10,20,10,15,15,15,0,
plexus-component-annotations,2.2.0,org.codehaus.plexus,Codehaus Plexus,https://github.com/codehaus-plexus/plexus-containers,37,False,,True,"Plexus Component Java Annotations, to describe plexus components properties in java sources with standard annotations instead of javadoc annotations.",,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,22054fb7-1124-4a4f-bde8-17737d91adb5,2026-02-10T21:34:53.674993+00:00,7,11,25,2,80,4032,4356,6,1,6,15,9,0,
plexus-utils,4.0.2,org.codehaus.plexus,Codehaus Plexus,https://github.com/codehaus-plexus/plexus-utils,61,Undetermined,,True,"A collection of various utility classes to ease working with strings, files, command lines and more.",,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,7015b1d9-a55f-4b78-bfbc-226d27c039d9,2026-02-10T21:34:53.739112+00:00,38,43,74,9,75,4032,90,12,4,15,15,15,0,
poi-ooxml,5.5.1,org.apache.poi,Apache Software Foundation,https://github.com/apache/poi,75,True,,True,Apache POI - Java API To Access Microsoft Format Files,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,7c70897e-1186-4c04-9fa9-f8e65578d340,2026-02-10T21:34:52.816113+00:00,2191,815,19,0,105,6110,17,20,10,15,15,15,0,
poi,5.5.1,org.apache.poi,Apache Software Foundation,https://github.com/apache/poi,75,True,,False,Apache POI - Java API To Access Microsoft Format Files,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,7c70897e-1186-4c04-9fa9-f8e65578d340,2026-02-10T21:34:52.816113+00:00,2191,815,19,0,105,6110,17,20,10,15,15,15,0,
SparseBitSet,1.3,com.zaxxer,Zaxxer.com,https://github.com/brettwooldridge/SparseBitSet,55,Undetermined,,False,An efficient sparse bitset implementation for Java,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,3c96129d-18b1-4213-b2f1-622e5bcb35cb,2026-02-10T21:34:52.852633+00:00,268,36,7,0,4,4727,1526,6,10,12,15,12,0,
poi-ooxml-lite,5.5.1,org.apache.poi,Apache Software Foundation,https://github.com/apache/poi,75,True,,False,Apache POI - Java API To Access Microsoft Format Files,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,7c70897e-1186-4c04-9fa9-f8e65578d340,2026-02-10T21:34:52.816113+00:00,2191,815,19,0,105,6110,17,20,10,15,15,15,0,
xmlbeans,5.3.0,org.apache.xmlbeans,XmlBeans,https://github.com/apache/xmlbeans,71,True,,False,XmlBeans main jar,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,c0a77297-d3a4-4654-b617-41e981f3de6d,2026-02-10T21:34:53.688498+00:00,58,64,0,0,49,6033,714,20,6,15,15,15,0,
commons-io,2.21.0,commons-io,The Apache Software Foundation,https://github.com/apache/commons-io,75,True,,False,"The Apache Commons IO library contains utility classes, stream implementations, file filters, file comparators, endian transformation classes, and much more.",,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,f807f1ed-62b0-4476-8191-1340f9d9df50,2026-02-10T21:34:53.718096+00:00,1063,713,0,0,91,6110,34,20,10,15,15,15,0,
curvesapi,1.08,com.github.virtuald,virtuald,https://github.com/virtuald/curvesapi,50,Undetermined,,False,"Implementation of various mathematical curves that define themselves over a set of control points. The API is written in Java. The curves supported are: Bezier, B-Spline, Cardinal Spline, Catmull-Rom Spline, Lagrange, Natural Cubic Spline, and NURBS.",,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,7dc5c988-e473-4e9b-b620-25b9dfdd5ac7,2026-02-10T21:34:53.666138+00:00,31,18,5,0,9,4007,241,8,3,9,15,15,0,
log4j-api,2.25.3,org.apache.logging.log4j,The Apache Software Foundation,https://github.com/apache/logging-log4j2,75,True,,False,"The logging API of the Log4j project. Library and application code can log through this API. It contains a simple built-in implementation (`SimpleLogger`) for trivial use cases. Production applications are recommended to use Log4j API in combination with a fully-fledged implementation, such as Log4j Core.",,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,661b105e-e5a5-4a44-96d3-3d837d9d3bd9,2026-02-10T21:34:53.700019+00:00,3579,1706,486,17,156,4627,33,20,10,15,15,15,0,
commons-collections4,4.5.0,org.apache.commons,The Apache Software Foundation,https://github.com/apache/commons-collections,75,True,,False,The Apache Commons Collections package contains types that extend and augment the Java Collections Framework.,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,68cad9a2-3299-4271-967b-7904f033674e,2026-02-10T21:34:52.639066+00:00,719,508,0,0,57,6110,11,20,10,15,15,15,0,
spring-boot-starter-actuator,4.0.1,org.springframework.boot,"VMware, Inc.",https://github.com/spring-projects/spring-boot,85,True,,True,Starter for using Spring Boot's Actuator which provides production ready features to help you monitor and manage your application,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,772acd25-3014-47e1-894a-4d1c82e67769,2026-02-10T21:34:53.565088+00:00,79894,41859,40685,336,375,4862,6,20,10,15,15,15,10,spring-projects
spring-boot-starter,4.0.1,org.springframework.boot,"VMware, Inc.",https://github.com/spring-projects/spring-boot,85,True,,False,"Core starter, including auto-configuration support, logging and YAML",,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,772acd25-3014-47e1-894a-4d1c82e67769,2026-02-10T21:34:53.565088+00:00,79894,41859,40685,336,375,4862,6,20,10,15,15,15,10,spring-projects
spring-boot-starter-logging,4.0.1,org.springframework.boot,"VMware, Inc.",https://github.com/spring-projects/spring-boot,85,True,,False,Starter for logging default logging,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,772acd25-3014-47e1-894a-4d1c82e67769,2026-02-10T21:34:53.565088+00:00,79894,41859,40685,336,375,4862,6,20,10,15,15,15,10,spring-projects
logback-classic,1.5.22,ch.qos.logback,QOS.ch,https://github.com/qos-ch/logback,67,Undetermined,,False,logback-classic module,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,d7a57ca8-6b57-4e37-bb52-cc3c7c8223d0,2026-02-10T21:34:53.959977+00:00,3209,1351,92,13,158,6018,14,12,10,15,15,15,0,
logback-core,1.5.22,ch.qos.logback,QOS.ch,https://github.com/qos-ch/logback,67,Undetermined,,False,logback-core module,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,d7a57ca8-6b57-4e37-bb52-cc3c7c8223d0,2026-02-10T21:34:53.959977+00:00,3209,1351,92,13,158,6018,14,12,10,15,15,15,0,
log4j-to-slf4j,2.25.3,org.apache.logging.log4j,The Apache Software Foundation,https://github.com/apache/logging-log4j2,75,True,,False,Forwards the Log4j API calls to SLF4J. (Refer to the `log4j-slf4j[2]-impl` artifacts for forwarding SLF4J to the Log4j API.),,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,661b105e-e5a5-4a44-96d3-3d837d9d3bd9,2026-02-10T21:34:53.700019+00:00,3579,1706,486,17,156,4627,33,20,10,15,15,15,0,
jul-to-slf4j,2.0.17,org.slf4j,QOS.ch,https://github.com/qos-ch/slf4j,61,Undetermined,,False,JUL to SLF4J bridge,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,1215668b-f779-4cbb-b883-402c406d93e6,2026-02-10T21:34:51.954652+00:00,2482,1013,26,1,103,6018,37,6,10,15,15,15,0,
spring-boot-autoconfigure,4.0.1,org.springframework.boot,"VMware, Inc.",https://github.com/spring-projects/spring-boot,85,True,,False,Spring Boot AutoConfigure,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,772acd25-3014-47e1-894a-4d1c82e67769,2026-02-10T21:34:53.565088+00:00,79894,41859,40685,336,375,4862,6,20,10,15,15,15,10,spring-projects
jakarta.annotation-api,3.0.0,jakarta.annotation,Eclipse Foundation,https://github.com/jakartaee/common-annotations-api,58,Undetermined,,False,Jakarta Annotations API,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,4a80b599-800f-42e4-aa9d-bd51acb942dc,2026-02-10T21:34:52.922866+00:00,65,42,51,0,11,2877,3328,12,7,15,15,9,0,
spring-boot-starter-micrometer-metrics,4.0.1,org.springframework.boot,"VMware, Inc.",https://github.com/spring-projects/spring-boot,85,True,,False,Starter for using Micrometer Metrics,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,772acd25-3014-47e1-894a-4d1c82e67769,2026-02-10T21:34:53.565088+00:00,79894,41859,40685,336,375,4862,6,20,10,15,15,15,10,spring-projects
spring-boot-micrometer-metrics,4.0.1,org.springframework.boot,"VMware, Inc.",https://github.com/spring-projects/spring-boot,85,True,,False,Spring Boot Metrics,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,772acd25-3014-47e1-894a-4d1c82e67769,2026-02-10T21:34:53.565088+00:00,79894,41859,40685,336,375,4862,6,20,10,15,15,15,10,spring-projects
spring-boot-micrometer-observation,4.0.1,org.springframework.boot,"VMware, Inc.",https://github.com/spring-projects/spring-boot,85,True,,False,Spring Boot Observation,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,772acd25-3014-47e1-894a-4d1c82e67769,2026-02-10T21:34:53.565088+00:00,79894,41859,40685,336,375,4862,6,20,10,15,15,15,10,spring-projects
spring-boot-actuator-autoconfigure,4.0.1,org.springframework.boot,"VMware, Inc.",https://github.com/spring-projects/spring-boot,85,True,,False,Spring Boot Actuator AutoConfigure,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,772acd25-3014-47e1-894a-4d1c82e67769,2026-02-10T21:34:53.565088+00:00,79894,41859,40685,336,375,4862,6,20,10,15,15,15,10,spring-projects
spring-boot-actuator,4.0.1,org.springframework.boot,"VMware, Inc.",https://github.com/spring-projects/spring-boot,85,True,,False,Spring Boot Actuator,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,772acd25-3014-47e1-894a-4d1c82e67769,2026-02-10T21:34:53.565088+00:00,79894,41859,40685,336,375,4862,6,20,10,15,15,15,10,spring-projects
spring-boot-health,4.0.1,org.springframework.boot,"VMware, Inc.",https://github.com/spring-projects/spring-boot,85,True,,False,Spring Boot Health,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,772acd25-3014-47e1-894a-4d1c82e67769,2026-02-10T21:34:53.565088+00:00,79894,41859,40685,336,375,4862,6,20,10,15,15,15,10,spring-projects
spring-boot,4.0.1,org.springframework.boot,"VMware, Inc.",https://github.com/spring-projects/spring-boot,85,True,,False,Spring Boot,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,772acd25-3014-47e1-894a-4d1c82e67769,2026-02-10T21:34:53.565088+00:00,79894,41859,40685,336,375,4862,6,20,10,15,15,15,10,spring-projects
micrometer-observation,1.16.1,io.micrometer,micrometer-metrics,https://github.com/micrometer-metrics/micrometer,75,True,,False,Module containing Observation related code,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,e81916a7-f527-40ee-b2bb-a1a855fa447a,2026-02-10T21:34:53.139014+00:00,4803,1072,2518,288,297,3228,4,20,10,15,15,15,0,
micrometer-jakarta9,1.16.1,io.micrometer,micrometer-metrics,https://github.com/micrometer-metrics/micrometer,75,True,,False,Module for Jakarta 9+ based instrumentations,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,e81916a7-f527-40ee-b2bb-a1a855fa447a,2026-02-10T21:34:53.139014+00:00,4803,1072,2518,288,297,3228,4,20,10,15,15,15,0,
spring-boot-starter-jdbc,4.0.1,org.springframework.boot,"VMware, Inc.",https://github.com/spring-projects/spring-boot,85,True,,True,Starter for using JDBC with the HikariCP connection pool,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,772acd25-3014-47e1-894a-4d1c82e67769,2026-02-10T21:34:53.565088+00:00,79894,41859,40685,336,375,4862,6,20,10,15,15,15,10,spring-projects
spring-boot-jdbc,4.0.1,org.springframework.boot,"VMware, Inc.",https://github.com/spring-projects/spring-boot,85,True,,False,Spring Boot JDBC,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,772acd25-3014-47e1-894a-4d1c82e67769,2026-02-10T21:34:53.565088+00:00,79894,41859,40685,336,375,4862,6,20,10,15,15,15,10,spring-projects
spring-boot-sql,4.0.1,org.springframework.boot,"VMware, Inc.",https://github.com/spring-projects/spring-boot,85,True,,False,Spring Boot SQL,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,772acd25-3014-47e1-894a-4d1c82e67769,2026-02-10T21:34:53.565088+00:00,79894,41859,40685,336,375,4862,6,20,10,15,15,15,10,spring-projects
spring-boot-transaction,4.0.1,org.springframework.boot,"VMware, Inc.",https://github.com/spring-projects/spring-boot,85,True,,False,Spring Boot Transaction,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,772acd25-3014-47e1-894a-4d1c82e67769,2026-02-10T21:34:53.565088+00:00,79894,41859,40685,336,375,4862,6,20,10,15,15,15,10,spring-projects
spring-boot-persistence,4.0.1,org.springframework.boot,"VMware, Inc.",https://github.com/spring-projects/spring-boot,85,True,,False,Spring Boot Persistence,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,772acd25-3014-47e1-894a-4d1c82e67769,2026-02-10T21:34:53.565088+00:00,79894,41859,40685,336,375,4862,6,20,10,15,15,15,10,spring-projects
spring-boot-starter-validation,4.0.1,org.springframework.boot,"VMware, Inc.",https://github.com/spring-projects/spring-boot,85,True,,True,Starter for using Java Bean Validation with Hibernate Validator,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,772acd25-3014-47e1-894a-4d1c82e67769,2026-02-10T21:34:53.565088+00:00,79894,41859,40685,336,375,4862,6,20,10,15,15,15,10,spring-projects
spring-boot-validation,4.0.1,org.springframework.boot,"VMware, Inc.",https://github.com/spring-projects/spring-boot,85,True,,False,Spring Boot Validation,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,772acd25-3014-47e1-894a-4d1c82e67769,2026-02-10T21:34:53.565088+00:00,79894,41859,40685,336,375,4862,6,20,10,15,15,15,10,spring-projects
tomcat-embed-el,11.0.15,org.apache.tomcat.embed,apache,https://github.com/apache/tomcat,75,True,,False,Core Tomcat implementation,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,20ac4aae-5f2d-4dcc-80d8-4cb8889c4683,2026-02-10T21:34:52.956383+00:00,8094,5342,0,0,514,5247,2,20,10,15,15,15,0,
hibernate-validator,9.0.1.Final,org.hibernate.validator,hibernate,https://github.com/hibernate/hibernate-validator,67,Undetermined,,False,Hibernate's Jakarta Validation reference implementation.,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,9b1f1a40-4dd8-4006-9dcd-d26051955d7c,2026-02-10T21:34:53.061454+00:00,1261,585,0,1,150,5604,11,2,10,15,15,15,10,hibernate
jakarta.validation-api,3.1.1,jakarta.validation,Eclipse Foundation,https://github.com/jakartaee/validation,63,Undetermined,,False,Jakarta Validation API,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,e05a71f5-ca9b-4a89-86e1-41132524d6ad,2026-02-10T21:34:53.023430+00:00,156,65,44,5,30,5613,207,8,10,15,15,15,0,
jboss-logging,3.6.1.Final,org.jboss.logging,JBoss by Red Hat,https://github.com/jboss-logging/jboss-logging,57,Undetermined,,False,The JBoss Logging Framework,,,,,,,,No,No,Yes,No,"OpenSource, Freeware",N/A,,Yes,maven,DELIVERABLE,007ef6ad-8a87-401b-b221-2cfce020910b,2026-02-10T21:34:53.045450+00:00,42,76,0,11,37,5362,25,8,4,15,15,15,0,
